CID,IsomericSMILES,Descriptors,MolecularWeight,Descriptor Count,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
6268,C(C(C(=O)O)S)C(=O)O,['savory'],149.998679672,1,0,0,0,0,0,0,0,0,1,0,0
6276,CCCCCO,"['savory', 'alcohol']",88.088815004,2,1,0,0,0,0,0,0,0,1,0,0
6288,C[C@H]([C@@H](C(=O)O)N)O,['savory'],119.058243148,1,0,0,0,0,0,0,0,0,1,0,0
6329,CN,"['savory', 'fruity']",31.04219916,2,0,0,0,0,0,1,0,0,1,0,0
6341,CCN,"['savory', 'fruity']",45.057849224,2,0,0,0,0,0,1,0,0,1,0,0
6342,CC#N,['savory'],41.026549096,1,0,0,0,0,0,0,0,0,1,0,0
6343,CCS,"['savory', 'fruity']",62.019021192,2,0,0,0,0,0,1,0,0,1,0,0
6348,C(=S)=S,"['savory', 'green', 'aquatic', 'herbal']",75.944142,4,0,0,1,0,0,0,1,1,1,0,0
6354,C1CO1,"['aquatic', 'fruity']",44.026214748,2,0,0,1,0,0,1,0,0,0,0,0
6363,CC(C)N,['savory'],59.073499288,1,0,0,0,0,0,0,0,0,1,0,0
6364,CC(C)S,"['savory', 'fruity']",76.034671256,2,0,0,0,0,0,1,0,0,1,0,0
6378,CC1CO1,"['aquatic', 'alcohol']",58.041864812,2,1,0,1,0,0,0,0,0,0,0,0
6386,CC(C)(C)O,"['savory', 'aquatic', 'animal', 'herbal']",74.07316494,4,0,1,1,0,0,0,0,1,1,0,0
6387,CC(C)(C)S,"['savory', 'fruity']",90.05032132,2,0,0,0,0,0,1,0,0,1,0,0
6405,CCC(C)(C)O,"['savory', 'aquatic', 'alcohol', 'herbal']",88.088815004,4,1,0,1,0,0,0,0,1,1,0,0
6416,CC(=O)C(C)(C)C,"['aquatic', 'herbal']",100.088815004,2,0,0,1,0,0,0,0,1,0,0,0
6417,CC(C)(C)C(=O)O,['savory'],102.06807956,1,0,0,0,0,0,0,0,0,1,0,0
6425,CC(C)(C(C)(C)O)O,"['savory', 'earthy', 'aquatic', 'herbal']",118.099379688,4,0,0,1,1,0,0,0,1,1,0,0
6448,CC(=O)OC1CC2CCC1(C2(C)C)C,"['herbal', 'woody']",196.14632988,2,0,0,0,0,0,0,0,1,0,0,1
6482,C[C@@H]1CC[C@@H]2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,"['green', 'earthy']",264.208930136,2,0,0,0,1,0,0,1,0,0,0,0
6493,CCC(C)(CC)O,"['earthy', 'fruity', 'herbal', 'savory', 'green']",102.104465068,5,0,0,0,1,0,1,1,1,1,0,0
6495,CC(C)(OC)OC,['aquatic'],104.083729624,1,0,0,1,0,0,0,0,0,0,0,0
6501,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,"['aquatic', 'savory', 'fruity', 'flower']",206.094294308,4,0,0,1,0,1,1,0,0,1,0,0
6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,"['alcohol', 'herbal', 'fruity']",402.225368048,3,1,0,0,0,0,1,0,1,0,0,0
6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,"['fruity', 'alcohol']",276.12090298000004,2,1,0,0,0,0,1,0,0,0,0,0
6507,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)O,['herbal'],360.214803364,1,0,0,0,0,0,0,0,1,0,0,0
6514,C(CS)C(=O)O,['savory'],106.008850432,1,0,0,0,0,0,0,0,0,1,0,0
6532,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,"['fruity', 'herbal', 'flower']",224.177630008,3,0,0,0,0,1,1,0,1,0,0,0
6533,CC(=CCCC(C)(C=C)OC(=O)C=CC1=CC=CC=C1)C,"['flower', 'herbal']",284.177630008,2,0,0,0,0,1,0,0,1,0,0,0
6544,CC1=CC(=O)CC(C1)(C)C,"['aquatic', 'animal', 'herbal', 'fruity', 'savory', 'green']",138.104465068,6,0,1,1,0,0,1,1,1,1,0,0
6548,CCC(C)(CCCC(C)C)O,"['aquatic', 'green', 'fruity', 'flower']",158.167065324,4,0,0,1,0,1,1,1,0,0,0,0
6549,CC(=CCCC(C)(C=C)O)C,"['aquatic', 'fruity', 'herbal', 'green', 'flower']",154.135765196,5,0,0,1,0,1,1,1,1,0,0,0
6558,CC(C)CN,"['savory', 'fruity']",73.08914935199999,2,0,0,0,0,0,1,0,0,1,0,0
6560,CC(C)CO,"['aquatic', 'savory', 'animal', 'alcohol']",74.07316494,4,1,1,1,0,0,0,0,0,1,0,0
6561,CC(C)C=O,"['aquatic', 'fruity', 'savory', 'green', 'flower']",72.057514876,5,0,0,1,0,1,1,1,0,1,0,0
6562,CC(=C)C=O,"['green', 'flower', 'herbal', 'fruity']",70.041864812,4,0,0,0,0,1,1,1,1,0,0,0
6568,CCC(C)O,"['savory', 'fruity', 'alcohol']",74.07316494,3,1,0,0,0,0,1,0,0,1,0,0
6569,CCC(=O)C,"['aquatic', 'fruity', 'herbal']",72.057514876,3,0,0,1,0,0,1,0,1,0,0,0
6570,CC(=O)C=C,['aquatic'],70.041864812,1,0,0,1,0,0,0,0,0,0,0,0
6584,CC(=O)OC,"['aquatic', 'fruity', 'alcohol']",74.036779432,3,1,0,1,0,0,1,0,0,0,0,0
6590,CC(C)C(=O)O,"['savory', 'fruity']",88.052429496,2,0,0,0,0,0,1,0,0,1,0,0
6612,CC1=CCCC(C1C=CC(=O)CCC=C)(C)C,"['green', 'fruity', 'flower']",232.182715388,3,0,0,0,0,1,1,1,0,0,0,0
6616,CC1(C2CCC(C2)C1=C)C,"['aquatic', 'fruity', 'herbal', 'green', 'woody']",136.125200512,5,0,0,1,0,0,1,1,1,0,0,1
6631,CC1CCC(CC1)C(C)(C)OC(=O)C,"['aquatic', 'fruity', 'herbal', 'flower', 'woody']",198.161979944,5,0,0,1,0,1,1,0,1,0,0,1
6632,CC1CCC(C=C1)(C(C)C)OC(=O)C,"['flower', 'herbal', 'woody', 'fruity']",196.14632988,4,0,0,0,0,1,1,0,1,0,0,1
6651,CC1(CCC(CC1)C(C)(C)O)O,"['spices', 'herbal', 'woody']",172.14632988,3,0,0,0,0,0,0,0,1,0,1,1
6652,CC(CC=O)C1=CC=C(C=C1)C(C)(C)C,"['aquatic', 'green', 'flower']",204.15141526,3,0,0,1,0,1,0,1,0,0,0,0
6653,CCOC(=O)C(C)(C)O,"['green', 'herbal']",132.078644244,2,0,0,0,0,0,0,1,1,0,0,0
6654,CC1=CCC2CC1C2(C)C,"['earthy', 'aquatic', 'herbal', 'woody']",136.125200512,4,0,0,1,1,0,0,0,1,0,0,1
6657,CCC(C(=O)O)N,['savory'],103.063328528,1,0,0,0,0,0,0,0,0,1,0,0
6658,CC(=C)C(=O)OC,"['savory', 'fruity']",100.052429496,2,0,0,0,0,0,1,0,0,1,0,0
6660,CC1=C(C(=O)CC1)O,"['savory', 'spices']",112.052429496,2,0,0,0,0,0,0,0,0,1,1,0
6669,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,"['animal', 'flower']",294.121571676,2,0,1,0,0,1,0,0,0,0,0,0
6736,CC1=CNC2=CC=CC=C12,"['animal', 'fruity', 'flower']",131.073499288,3,0,1,0,0,1,1,0,0,0,0,0
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],"['animal', 'flower']",268.10592161200003,2,0,1,0,0,1,0,0,0,0,0,0
6818,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCCCC,['fruity'],334.21440944,1,0,0,0,0,0,1,0,0,0,0,0
6826,CNC1=CC=CC=C1C(=O)OC,"['animal', 'fruity', 'alcohol', 'flower']",165.078978592,4,1,1,0,0,1,1,0,0,0,0,0
6835,COC1=CC=CC=C1C2=CC=CC=C2,"['green', 'flower', 'fruity']",184.088815004,3,0,0,0,0,1,1,1,0,0,0,0
6873,CC(C)COC(=O)C1=CC=CC=C1O,"['flower', 'herbal']",194.094294308,2,0,0,0,0,1,0,0,1,0,0,0
6874,CC(C)CCOC(=O)C1=CC=CC=C1O,"['aquatic', 'earthy', 'herbal', 'green', 'flower']",208.109944372,5,0,0,1,1,1,0,1,1,0,0,0
6877,CCOC(=O)C1=CC=CC=C1N,"['green', 'fruity', 'flower']",165.078978592,3,0,0,0,0,1,1,1,0,0,0,0
6881,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N,"['flower', 'fruity']",253.11027872,2,0,0,0,0,1,1,0,0,0,0,0
6885,C1C2=CC=CC=C2C(=O)O1,"['savory', 'spices', 'fruity', 'herbal']",134.036779432,4,0,0,0,0,0,1,0,1,1,1,0
6915,CCC(CC)C(=O)O,"['savory', 'fruity', 'earthy']",116.083729624,3,0,0,0,1,0,1,0,0,1,0,0
6920,CC(=O)C1=CC=CS1,['savory'],126.013935812,1,0,0,0,0,0,0,0,0,1,0,0
6930,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,['animal'],258.198365452,1,0,1,0,0,0,0,0,0,0,0,0
6937,CC1=CC(=C(C=C1)C(C)(C)C)O,"['savory', 'animal']",164.120115132,2,0,1,0,0,0,0,0,0,1,0,0
6943,CC(C)C1=CC=CC=C1O,"['savory', 'animal']",136.088815004,2,0,1,0,0,0,0,0,0,1,0,0
6944,CC1=CC=CC=C1[N+](=O)[O-],"['savory', 'herbal']",137.047678464,2,0,0,0,0,0,0,0,1,1,0,0
6985,CC1=CC(=C(C=C1)C(=O)C)C,"['spices', 'flower', 'herbal']",148.088815004,3,0,0,0,0,1,0,0,1,0,1,0
6986,CC1CCC(C(=O)C1)C(C)C,"['aquatic', 'herbal']",154.135765196,2,0,0,1,0,0,0,0,1,0,0,0
6987,CC1=CC(=O)C(CC1)C(C)C,"['aquatic', 'fruity', 'herbal']",152.120115132,3,0,0,1,0,0,1,0,1,0,0,0
6988,CC1CCC(=C(C)C)C(=O)C1,"['green', 'herbal']",152.120115132,2,0,0,0,0,0,0,1,1,0,0,0
6989,CC1=CC(=C(C=C1)C(C)C)O,"['savory', 'green', 'herbal']",150.104465068,3,0,0,0,0,0,0,1,1,1,0,0
6997,CCC1=CC=CC=C1O,['savory'],122.07316494,1,0,0,0,0,0,0,0,0,1,0,0
6998,C1=CC=C(C(=C1)C=O)O,"['aquatic', 'spices', 'herbal', 'savory', 'flower']",122.036779432,5,0,0,1,0,1,0,0,1,1,1,0
7002,CC1=CC=CC2=CC=CC=C12,"['animal', 'green', 'earthy', 'herbal']",142.07825032,4,0,1,0,1,0,0,1,1,0,0,0
7012,CCC(C1=CC=CC=C1)C(=O)O,"['savory', 'flower']",164.083729624,2,0,0,0,0,1,0,0,0,1,0,0
7016,C1CCC(CC1)C2CCCCC2=O,"['aquatic', 'flower', 'herbal']",180.15141526,3,0,0,1,0,1,0,0,1,0,0,0
7017,C1=CC=C(C=C1)C2=CC=CC=C2O,['savory'],170.07316494,1,0,0,0,0,0,0,0,0,1,0,0
7037,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,"['green', 'animal', 'flower']",184.088815004,3,0,1,0,0,1,0,1,0,0,0,0
7041,COC1=C(C(=CC=C1)OC)O,['savory'],154.06299418,1,0,0,0,0,0,0,0,0,1,0,0
7043,COC1=CC=CC=C1OC,"['animal', 'savory', 'earthy']",138.06807956,3,0,1,0,1,0,0,0,0,1,0,0
7045,C1=CC=C2C(=C1)N=CC=N2,['savory'],130.053098192,1,0,0,0,0,0,0,0,0,1,0,0
7047,C1=CC=C2C(=C1)C=CC=N2,"['earthy', 'spices', 'animal', 'herbal']",129.057849224,4,0,1,0,1,0,0,0,1,0,1,0
7055,CC1=CC2=CC=CC=C2C=C1,['flower'],142.07825032,1,0,0,0,0,1,0,0,0,0,0,0
7058,C1=CC=C2C=C(C=CC2=C1)S,['savory'],160.034671256,1,0,0,0,0,0,0,0,0,1,0,0
7059,CC1=CC2=C(C=C1)N=CC=C2,"['animal', 'herbal', 'flower']",143.073499288,3,0,1,0,0,1,0,0,1,0,0,0
